from n,tag,c/e,content,,,,,,,,,,,
620,使得,effect,市场风险情绪加速释放,10,1,10,,,,,,,,
622,促进,cause,监管政策意图旨在,8,1,4,,,,,,,,
622,促进,effect,行业持续回归保障、健康有序发展,15,1,15,,,,,,,,
622,带来,cause,“快返型产品的消失以及大单的减少,16,2,9,12,16,,,,,,
622,带来,effect,人均产能的下降,7,1,7,,,,,,,,
622,推动,cause,监管层强调大力,7,0,0,,,,,,,,
622,推动,effect,保险业实现高质量发展,10,1,10,,,,,,,,
623,使得,cause,一是客观上,5,0,0,,,,,,,,
623,使得,effect,中国支付清算体系碎片化,11,1,11,,,,,,,,
623,使,cause,这种独特的高效性优势,10,3,10,,,,,,,,
623,使,effect,具有成为国家快速支付体系的重要基础设施的巨大潜力,24,3,24,,,,,,,,
625,带来,cause,虽然利率市场化、互联网金融的提速给银行传统业务,23,3,7,9,16,,,,,,
625,带来,effect,一定的影响,5,0,0,,,,,,,,
627,促进,cause,必须发挥信贷,6,5,6,,,,,,,,
627,促进,effect,消费的巨大作用,7,1,2,,,,,,,,
627,带来,cause,部分银行似乎正在通过提高贷款价格来弥补贷款规模下降,25,20,25,,,,,,,,
627,带来,effect,的利息损失,5,2,5,,,,,,,,
630,带来,cause,越来越多的市场参与者感受到经济下行所,18,14,17,,,,,,,,
630,带来,effect,的实体经济的寒意,8,2,7,,,,,,,,
630,引发,cause,甚至还会,4,0,0,,,,,,,,
630,引发,effect,野蛮人的入室,6,1,6,,,,,,,,
633,使,cause,另一个是,4,0,0,,,,,,,,
633,使,effect,市场在资源配置中起决定性作用,14,1,14,,,,,,,,
633,使得,cause,经济崛起,4,1,4,,,,,,,,
633,使得,effect,中国在全球经济合作中的话语权有所增加,18,1,18,,,,,,,,
635,推动,cause,金融创新是,5,1,4,,,,,,,,
635,推动,effect,整个经济改革的动力,9,3,6,,,,,,,,
636,引发,cause,地产链恶化,5,1,5,,,,,,,,
636,引发,effect,增长短期快速回落,8,1,8,,,,,,,,
637,缘于,cause,以下几方面因素的支撑,10,0,0,,,,,,,,
637,缘于,effect,近段时间以来A股整体相对稳定的表现,17,7,17,,,,,,,,
637,带来,cause,实体经济超预期回落,9,1,9,,,,,,,,
637,带来,effect,的政策托底预期升温同样是支撑近期A股的一个重要原因,25,2,9,,,,,,,,
637,使,cause,然而由于管理层底线论的存在,13,5,13,,,,,,,,
637,使,effect,其并未对沪深指数产生过于明显的冲击,17,2,17,,,,,,,,
637,使得,cause,相反政策出手稳定经济增长的心理,15,3,15,,,,,,,,
637,使得,effect,周期权重开始受到资金关注,12,1,12,,,,,,,,
637,使得,cause,宏观环境的恶化,7,1,7,,,,,,,,
637,使得,effect,A股依然面临中期调整的压力,13,1,13,,,,,,,,
637,带来,cause,由投资驱动向消费驱动的转型经济在增速回落的情况下并未,26,2,15,,,,,,,,
637,带来,effect,过于明显的就业压力,9,1,9,,,,,,,,
638,推动,cause,互联网金融的关键,8,1,5,,,,,,,,
638,推动,effect,因素是消费增长以及来自大数据和云计算的技术革命,23,4,7,12,23,,,,,,
640,使得,cause,黄金的避险作用降低、美元升值、资金大量流向股市等等原因,27,1,9,11,14,16,23,,,,
640,使得,effect,黄金价格连连走低,8,1,8,,,,,,,,
641,推动,cause,食品价格的波动能否,9,1,7,,,,,,,,
641,推动,effect,CPI大幅反弹,7,1,7,,,,,,,,
641,引起,cause,2.8%的涨幅仍,8,1,7,,,,,,,,
641,引起,effect,了市场对物价上行的一些隐忧,13,2,13,,,,,,,,
641,带来,cause,物价的小幅反弹难以对宏观政策,14,1,7,,,,,,,,
641,带来,effect,新的挑战,4,0,0,,,,,,,,
642,使,cause,“市场对于货币政策的谨慎判断,14,2,14,,,,,,,,
642,使,effect,A股陷入了流动性担忧之中,12,1,12,,,,,,,,
642,使得,cause,IPO重启一方面,8,1,5,,,,,,,,
642,使得,effect,资金需求上升,6,1,6,,,,,,,,
643,使得,cause,这种“提前消费”也,9,3,8,,,,,,,,
643,使得,effect,今年1月份增税成为现实之后,13,6,11,,,,,,,,
645,使得,cause,一些硬性标准的制定,9,3,9,,,,,,,,
645,使得,effect,监管机构在执法时的依据更加充分”,16,1,15,,,,,,,,
646,使得,cause,而外围股市的持续下跌则在市场弱势格局下,19,2,10,13,18,,,,,,
646,使得,effect,利空效应形成放大,8,1,8,,,,,,,,
649,带来,cause,证监会再度力挺蓝筹股的举措给市场,16,1,13,,,,,,,,
649,带来,effect,了极大的信心,6,0,0,,,,,,,,
651,推动,cause,对于加强和改善宏观调控、保持经济运行在合理区间、,24,3,11,13,23,,,,,,
651,推动,effect,高质量发展具有十分重要的现实意义,16,1,16,,,,,,,,
651,导致,cause,防止经济过热最终,8,3,6,,,,,,,,
651,导致,effect,泡沫破灭,4,1,4,,,,,,,,
651,导致,cause,“几碰头”,5,0,0,,,,,,,,
651,导致,effect,经济下行压力加大,8,1,8,,,,,,,,
652,推动,cause,接下来应当,5,0,0,,,,,,,,
652,推动,effect,经济增长和金融发展出适应性调整,15,1,4,6,15,,,,,,
652,带来,cause,特别是美联储加息和“缩表”叠加,15,4,15,,,,,,,,
652,带来,effect,紧缩效应,4,1,4,,,,,,,,
652,带来,cause,因此只有积极应对改革开放,12,9,12,,,,,,,,
652,带来,effect,的挑战和机遇,6,0,0,,,,,,,,
653,带来,cause,即克服当事人之间自由缔结的民商法合同,18,4,18,,,,,,,,
653,带来,effect,的系统性风险,6,2,6,,,,,,,,
653,使得,cause,“告发”,4,1,4,,,,,,,,
653,使得,effect,原本建立的初步信赖更为脆弱,13,1,13,,,,,,,,
655,引发,cause,最终出现大量企业破产,10,5,10,,,,,,,,
655,引发,effect,的债务违约问题,7,2,5,,,,,,,,
656,使,cause,通过撬动直补资金,8,3,8,,,,,,,,
656,使,effect,农户获得信贷支持,8,1,8,,,,,,,,
656,由于,cause,第一还款来源是农户贷款使用所创造的现金流,20,1,20,,,,,,,,
656,由于,effect,直补资金担保贷款模式,10,1,10,,,,,,,,
656,促进,cause,直补资金担保贷款为金融产品创新,15,1,8,10,15,,,,,,
656,促进,effect,农村普惠金融发展提供了一个典型案例,17,1,8,,,,,,,,
656,推动,cause,真正发挥金融创新在,9,3,8,,,,,,,,
656,推动,effect,农村普惠金融发展过程中的作用,14,1,8,,,,,,,,
656,促进,cause,这无疑对改善农村融资情况、,13,5,12,,,,,,,,
656,促进,effect,“三农”健康发展提供巨大的资金支持,17,1,17,,,,,,,,
656,推动,cause,政府相关部门一方面组织,11,0,0,,,,,,,,
656,推动,effect,搞好试点工作,6,1,6,,,,,,,,
657,使得,cause,权益市场的走强,7,1,7,,,,,,,,
657,使得,effect,投资者风险偏好提升,9,1,9,,,,,,,,
658,引发,cause,愤怒间的理智因钓鱼岛争端而,13,8,12,,,,,,,,
658,引发,effect,的示威游行,5,2,5,,,,,,,,
660,推动,cause,在地方债置换平稳进行、一行三会多措并举,19,2,10,12,19,,,,,,
660,推动,effect,资金回归实体经济的政策背景下,14,1,8,,,,,,,,
660,带来,cause,企业经营风险可控,8,1,8,,,,,,,,
660,带来,effect,的结果必然是债券违约节奏和规模可控,17,7,17,,,,,,,,
660,推动,cause,完善市场产品序列并,9,1,8,,,,,,,,
660,推动,effect,评级行业改进、优化评级方法,13,1,13,,,,,,,,
660,使得,cause,实际上最终能够,7,0,0,,,,,,,,
660,使得,effect,债市运行机制更加完善,10,1,10,,,,,,,,
661,使得,cause,尽管宣布降准,6,3,6,,,,,,,,
661,使得,effect,流动性短期紧张局面将有所缓解,14,1,14,,,,,,,,
661,促使,cause,但真正要,4,0,0,,,,,,,,
661,促使,effect,流动性进入到企业,8,1,8,,,,,,,,
663,导致,cause,年20万的限额,7,1,7,,,,,,,,
663,导致,effect,超出20万的部分,8,0,0,,,,,,,,
664,导致,cause,而美元走强和人民币贬值,11,2,5,7,11,,,,,,
664,导致,effect,外汇占款下降是资金面支持货币宽松的因素”,20,1,6,8,16,,,,,,
664,使得,cause,全社会资产再配置,8,1,8,,,,,,,,
664,使得,effect,权益市场表现出相对优势,11,1,11,,,,,,,,
664,使得,cause,市场博弈无疑,6,1,6,,,,,,,,
664,使得,effect,市场波动性加剧”,8,1,7,,,,,,,,
664,带来,cause,但考虑到部分成长股过高的估值和注册制,18,7,14,16,18,,,,,,
664,带来,effect,的同质标的增加,7,2,7,,,,,,,,
665,使得,cause,得天独厚的地理位置和人文环境,14,1,14,,,,,,,,
665,使得,effect,这里自1987年以来就成为世界一流的金融服务中心,24,12,24,,,,,,,,
668,造成,cause,高估的汇率直接,7,1,5,,,,,,,,
668,造成,effect,净出口对GDP形成了负向拉动,14,1,14,,,,,,,,
668,使得,cause,高估的汇率,5,1,5,,,,,,,,
668,使得,effect,企业盈利能力恶化,8,1,8,,,,,,,,
669,引发,cause,其题材炒作,5,2,5,,,,,,,,
669,引发,effect,的行情持续性均较差,9,2,9,,,,,,,,
671,由于,cause,一系列“内忧外患”的交错影响,14,4,14,,,,,,,,
671,由于,effect,船舶行业经历的严重危机是,12,1,11,,,,,,,,
671,使得,cause,造船成本的大幅上升,9,1,9,,,,,,,,
671,使得,effect,我国船企在目前船价下经营接单基本无利润,19,1,19,,,,,,,,
671,使得,cause,日元贬值更,5,1,4,,,,,,,,
671,使得,effect,我国船企对日本船企的价格优势逐步丧失,18,1,18,,,,,,,,
672,致使,cause,关于美联储“逐渐削减”QE规模的忧虑,18,1,18,,,,,,,,
672,致使,effect,全球风险资产大幅下挫,10,1,10,,,,,,,,
672,由于,cause,劳动参与率的提高,8,1,8,,,,,,,,
672,由于,effect,当然这主要是,6,0,0,,,,,,,,
673,促进,cause,履行好支持对外经济贸易发展与合作、,17,4,16,,,,,,,,
